case_order,UID,area,TimeZone,job,children,age,income,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,internet_service_Fiber Optic,contract_One year,contract_Two Year,payment_method_Credit Card (automatic),payment_method_Electronic Check,payment_method_Mailed Check
8196,f27b1a99c29c3421a1b7d61e2877eb73,Urban,America/New_York,IT consultant,0,-0.2936730627378957,-1.0150000886692667,Male,No,0.9348464428289516,-0.6662817809861953,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,1.218441425228237,0.5203677470032299,1.147432785353797,2,2,3,4,5,2,1,2,True,False,True,False,False,True
8197,5edda27f4c88bd1ae44f74dfd2d4cb9a,Suburban,America/Los_Angeles,Community education officer,1,-0.970071930586431,-0.953880540030299,Female,No,-0.15853619176368475,-1.3272756113296431,0.005867974104602262,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0.9943351485347045,1.6885324853775492,1.054309899407339,2,2,3,4,3,2,4,4,True,True,False,False,True,False
8198,3ddc1327043f6b051348299891534a80,Urban,America/Chicago,Interpreter,0,-1.4048997742033467,-0.46215769236416315,Female,No,-0.4282818112233808,0.6557058797007002,-1.0058516991026796,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,1.26741664313368,-0.6442362874034037,1.0687402261571783,4,5,4,3,3,5,6,4,True,False,False,False,True,False
8199,d7a504cf43de410808d6e24eaeced850,Suburban,America/New_York,Marketing executive,4,-0.9217577257401072,-0.04014314602624707,Male,No,-0.4966789434156625,0.6557058797007002,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,1.0660112170627332,-0.06257468458276387,1.0312135741581763,5,5,5,4,4,5,4,3,True,False,False,False,False,False
8200,108fad9d561da205f6f371f7a8aea5ac,Rural,America/Chicago,"Surveyor, insurance",1,-1.3565855693570228,0.732432872075934,Female,No,-0.07967825449947322,0.986202794872424,0.005867974104602262,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,0.6652875951513438,1.863326022595687,0.7325532816447684,4,6,5,3,3,3,4,5,True,False,False,False,False,True
8201,bbd96e3a13ff310cd2fdedc8d6ca3eb3,Suburban,America/Chicago,Senior tax professional/tax inspector,3,0.28609739541799184,1.0018404009476864,Female,No,-0.7695144151926219,0.3252089645289763,1.0175876473118841,1,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,0.5729026023685622,-0.061729337597630315,0.44731745943809936,4,4,4,4,3,3,4,4,True,False,True,False,False,True
8202,de6ff22a9188b28983544466e56fb3bc,Suburban,America/Indiana/Indianapolis,"Designer, textile",1,-0.8734435208937832,-0.44135694547172083,Male,No,0.09189642255951792,-0.9967786961579193,0.005867974104602262,0,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,0.8416360473280899,-0.877342465138771,0.6919107249615755,3,3,3,2,5,3,3,4,True,False,True,False,True,False
8203,70d0cf955a635829d49fb50befdba4c7,Rural,America/New_York,Tour manager,1,-0.9217577257401072,0.8823227243781747,Female,No,-0.6674007607485832,-0.0052879506427475865,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,0.3952834320228551,-0.5281699134665545,0.48195282657622435,5,4,4,3,5,4,3,3,False,True,False,False,False,True
8204,3acdac75e5216731efc1fdce74589f32,Suburban,America/Los_Angeles,IT trainer,0,-0.8251293160474592,-0.9791166281789646,Female,No,0.6843046167598967,-0.0052879506427475865,0.005867974104602262,1,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0.8514735238194635,0.11340420143821991,0.9925283427609638,2,2,3,3,5,2,2,3,False,False,False,False,False,False
8205,e1ab83744f02db2c896389b9cf60aa86,Urban,America/Chicago,Community pharmacist,1,-0.003787833659951896,-0.45696131789966815,Female,Yes,-0.0573849448277098,-0.9967786961579193,1.0175876473118841,1,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,0.7800894179183508,1.1645710540463416,0.9890425088563155,4,4,1,4,2,4,5,5,False,False,False,True,False,False
8206,7440a456cf09512e6093ff55f19670eb,Suburban,America/New_York,"Investment banker, operational",0,0.044526371186372066,0.4862077765023802,Female,No,-1.6527632336453562,-0.0052879506427475865,-1.0058516991026796,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,1.1315322444598566,0.2874222550584258,1.0296399714291138,7,6,6,4,3,4,5,5,True,False,False,False,False,False
8207,ef922a664baa1a3356984b1c73c18d72,Rural,America/New_York,Ecologist,1,-1.018386135432755,-0.6828903032328628,Male,No,1.736443855576647,1.6471966252158718,0.005867974104602262,1,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,1.2921805198311713,0.8739207330529584,1.3752245305612376,3,3,3,4,4,4,2,3,False,True,False,False,True,False
8208,2757a3c2ef84414547d26ccf4c63f351,Rural,America/Phoenix,"Programmer, multimedia",3,1.6872093359613867,0.6053275596610433,Female,No,0.19513680618460896,-0.9967786961579193,0.005867974104602262,2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,0.2948766526085756,-0.6442362874034037,0.050720076147115475,3,4,4,2,5,3,3,3,True,True,False,False,False,False
8209,ea38a61086844049d1a2030eca7d1231,Rural,America/New_York,Comptroller,0,-0.4869298821231915,0.8911799309997014,Female,No,0.26626221580634796,-0.3357848658144715,-1.0058516991026796,1,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1.0032437905549565,-1.808343593127037,0.9690239148745979,4,4,4,4,4,3,3,5,False,False,True,False,True,False
8210,ba910fd7446c77aab7aff9029c0a4b82,Urban,America/Chicago,Dance movement psychotherapist,0,0.6242968293422596,-0.7341111007336711,Male,No,0.746935032735044,-0.0052879506427475865,0.005867974104602262,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.28037458150530753,1.688851528179101,0.3413474211979274,2,2,3,2,4,3,2,1,True,False,True,False,False,True
8211,bbd8f07ef830eda1a499c877a200360f,Suburban,America/New_York,Television/film/video producer,0,-1.115014545125403,0.4170917051172239,Female,No,-0.8497386754064793,-0.0052879506427475865,0.005867974104602262,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,0.8761076813705398,-0.4691330225020069,0.8018237024464986,5,4,5,4,4,4,4,3,True,False,False,True,False,False
8212,f944cf74d9a07cd2f6190be285dcf743,Rural,America/Denver,Health and safety adviser,1,0.5759826244959356,0.45827580091229697,Female,No,0.4651620077136868,-0.9967786961579193,0.005867974104602262,0,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,0.9929290383703601,0.8733431957187622,0.9599126086601322,4,5,4,4,4,4,4,4,True,False,True,False,False,False
8213,7ee5b4a021ab02d207f0590bfd81e327,Urban,America/New_York,"Teacher, adult education",1,0.4793542148032877,-0.757770155015988,Female,No,0.20315798887227288,-1.3272756113296431,2.0293073205191656,0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,0.8756009068626806,-1.109992202077757,0.8250597444328126,3,4,3,4,3,4,4,3,False,False,True,False,True,False
8214,58729028e20ed3963d1d6284dc00bc53,Rural,America/New_York,Occupational psychologist,3,-1.211642954818051,-0.2928909274337909,Male,No,-0.4889763229897461,0.6557058797007002,0.005867974104602262,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,1.1144709620918982,-1.8669750435678607,1.1473147743245393,4,4,3,3,4,3,4,3,False,False,False,False,True,False
8215,f20cabc9ab712d7dd10b2ffe235f6ebf,Urban,America/New_York,Environmental education officer,1,0.7692394438812314,-0.09876894558759723,Male,No,-0.25813999226997075,-0.3357848658144715,0.005867974104602262,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1.2541985268469664,1.3983362764009732,1.2739439544292424,3,4,4,5,4,3,5,3,False,False,True,False,False,False
8216,41e1f1b57dbb39fb6675b9cd2d196430,Rural,America/New_York,Teaching laboratory technician,3,0.7692394438812314,1.9700870644657362,Male,No,1.6486745758870407,1.6471966252158718,-1.0058516991026796,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,1.1067747969911965,1.106344578373327,1.1210463802828168,4,3,3,4,2,5,5,6,True,False,True,False,False,True
8217,4a55b2b489d9e1fb572ef43a50c99d9f,Rural,America/New_York,Museum/gallery curator,0,0.6726110341885836,-0.7637708273911822,Female,No,0.7197463485599762,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,0.3736165526722753,-1.3420108397523594,0.16708461779072456,3,4,3,5,2,4,4,4,False,False,False,False,False,False
8218,6602e8e4fcb9154c629be5e54c7eca72,Urban,America/New_York,"Buyer, retail",3,-0.2453588578915717,-0.5684218302138514,Female,No,-0.5617728403410933,0.3252089645289763,-1.0058516991026796,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1.3287957344038808,1.4557756245781879,1.5853687938955447,5,5,4,4,4,5,4,2,False,True,False,False,True,False
8219,4ff8c2516a44bad26428bf148dd7d334,Urban,America/Chicago,Homeopath,1,1.5422667214224148,-1.2192697710069316,Male,No,-0.3947013836087631,-0.9967786961579193,-1.0058516991026796,0,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,0.8151177475395839,-0.4696430252285757,0.8922761241357482,2,3,2,4,4,4,3,4,False,False,True,False,True,False
8220,3b4cfcbd20b03af3589c0f1b3ff2fa0c,Rural,America/Chicago,"Geologist, engineering",1,0.9141820584202033,-0.7058468380437974,Female,No,0.7350158308108113,-0.0052879506427475865,2.0293073205191656,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1.2911106205156981,1.0446715089317231,1.223768076574892,1,2,2,5,4,3,2,3,True,False,True,False,True,False
8221,e2fd34bd47dab0b9b70b8d219ea5fd4e,Suburban,America/New_York,"Horticulturist, amenity",1,-0.05210203850627586,-0.6293988181120339,Male,No,-0.40010753304651486,-0.3357848658144715,0.005867974104602262,0,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,0.8422872903896825,-0.7019434452315562,0.9597175936449622,3,2,4,4,4,4,4,4,False,False,True,False,False,False
8222,74df55dd957ee401523add0697d5dda1,Rural,America/Chicago,Landscape architect,2,1.0591246729591752,-1.2470879107816113,Female,Yes,-0.6131494059513539,-0.3357848658144715,3.0410269937264474,0,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0.7760685025694242,1.4562017912401144,1.0051004218507646,3,2,2,1,4,2,3,2,False,False,False,True,False,False
8223,92a0d8aae8fb7349efedd5dbd7c03e2a,Urban,America/Denver,Dentist,1,-1.6947850032812906,-0.6965942204123813,Male,No,-0.3776025206058691,0.6557058797007002,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0.791314095077507,0.5204725420840317,0.7669056760211027,3,3,4,5,2,4,3,4,True,False,False,False,True,False
8224,023f866b19ccfd2c0b9c2fc5c07fca54,Suburban,America/Denver,Airline pilot,4,-1.5498423887423185,-0.22407487193595899,Male,No,0.7150922480059695,0.6557058797007002,1.0175876473118841,0,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0.9935280912214416,1.9216363343333425,1.125225662840262,4,3,3,4,3,4,4,2,True,False,True,False,False,True
8225,ce435a6067c0ad5b593b0046097fd93c,Suburban,America/Chicago,"Engineer, automotive",1,1.4939525165760907,-0.49847770079453185,Male,No,0.5798780255567804,0.3252089645289763,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,0.5970231779930169,0.287527050139227,0.47565558477913594,4,4,5,4,3,5,5,4,True,False,False,True,False,False
8226,eceb96244df30695d463b31e06b86482,Suburban,America/New_York,Office manager,10,1.204067287498147,-0.23079756836149867,Male,No,-1.102380055285024,-0.3357848658144715,0.005867974104602262,0,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,1.1950817677454344,-0.993574182425329,1.358324125737869,4,4,3,3,3,4,4,3,False,False,False,False,True,False
8227,1e8db65183f798094e7b391b6d7dab86,Urban,America/Chicago,Occupational psychologist,3,-0.7768151112011352,-0.6456847869175666,Female,No,0.9596391893180938,-2.6492632720165386,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,0.339551850995838,-0.5857117279449975,0.220585655324881,4,2,4,3,3,3,4,3,True,False,False,False,False,True
8228,17607ec55ddf6c620d0f11f5d257b9cc,Suburban,America/New_York,Training and development officer,1,-1.5981565935886426,-0.6725142218531686,Female,No,-0.925940919047708,0.986202794872424,1.0175876473118841,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0.6937270997905411,0.5210500794182279,0.6770551418827561,4,4,5,4,4,5,3,5,False,False,True,True,False,False
8229,00987915b11f25501c05be764f2b3294,Suburban,America/Chicago,"Psychologist, educational",0,-1.3082713645106987,0.8349801464326602,Female,No,1.6744586289923795,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,1.4061760416647782,-0.8182776288193426,1.2113341221377874,3,3,3,3,4,4,2,4,True,True,False,False,False,True
8230,363b0da324644cacc94a1c0237453129,Urban,America/Chicago,"Doctor, hospital",0,-0.05210203850627586,-0.3039950615518738,Male,No,0.3149740148178162,0.3252089645289763,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,0.8774457173472612,-0.5274852522719837,0.9443887866866162,2,3,4,2,3,3,1,3,False,False,False,True,False,False
8231,b4f1338a72131d7468a89c6509720da6,Rural,America/New_York,Hydrographic surveyor,2,0.8658678535738794,1.0435064371575038,Female,No,-2.142957970667795,-0.6662817809861953,-1.0058516991026796,0,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1.0118914815226538,1.1060232067922025,0.9513622154447436,2,3,3,3,4,1,2,2,True,False,False,False,False,True
8232,43afb1f81425afd3871801361fc58daf,Suburban,America/Chicago,Mental health nurse,0,-0.19704465304524774,1.1120848914206936,Female,No,1.6586178853017024,-0.6662817809861953,1.0175876473118841,1,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0.6559394964309928,1.2227765707031957,0.8699278392412587,4,4,4,3,4,4,4,2,False,False,True,True,False,False
8233,a8e91e070968666686ca8d4de5e58c55,Suburban,America/New_York,"Engineer, electronics",3,1.107438877805499,-0.7184886422415944,Female,No,-0.15320229009626624,0.986202794872424,1.0175876473118841,0,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,0.4442072160976497,-0.06257468458276387,0.2999434500099659,3,2,2,3,4,3,3,2,True,True,False,False,True,False
8234,41670669e3eb1bf36410e161feb17088,Rural,America/Los_Angeles,Risk analyst,2,0.6726110341885836,-0.5475185956246753,Female,No,0.5246773686609896,-0.0052879506427475865,0.005867974104602262,0,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,0.6315946541773138,-0.993574182425329,0.6657797192506506,3,3,2,3,4,2,2,3,False,False,False,False,False,True
8235,13a8ac0e2b7eec3b7bf65dc0e09801a7,Suburban,America/Denver,Air cabin crew,1,0.14115478087901998,0.13070490831497525,Male,No,0.850921416593341,1.316699710044148,0.005867974104602262,1,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,0.9200567550898243,-0.23701890486489635,1.0024340940843253,3,2,3,4,4,3,2,4,False,True,False,False,True,False
8236,22e5f162a65e61eede34e171d187bf3e,Rural,America/Chicago,"Psychologist, prison and probation services",1,-0.10041624335259981,2.540388895972538,Male,No,0.007258999704810338,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,0.4860516628495924,-0.5277647058207883,0.3847866593355761,3,4,2,4,2,4,3,5,True,False,False,False,True,False
8237,5177d7e8f5a7966c801b49868b2b00ab,Urban,America/New_York,"Therapist, sports",2,0.9141820584202033,0.4841214958107385,Female,No,1.9501157962460172,0.986202794872424,-1.0058516991026796,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1.3242026176889898,1.2227765707031957,1.5261673622686678,1,1,1,4,3,2,2,4,False,True,False,False,True,False
8238,fcb050fe78dd0babf11834860eaf6cb3,Urban,America/Denver,Environmental education officer,1,0.6242968293422596,-0.8169722262285226,Female,No,2.838961632664639,-0.0052879506427475865,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0.38561084634150167,0.05545717931401069,0.4531113558865954,3,2,4,3,5,3,3,4,False,False,False,False,True,False
8239,638a54ef24aedf0e963f41c2ebe9443e,Suburban,America/Chicago,Volunteer coordinator,0,-0.4869298821231915,-0.9526180618283197,Female,No,0.7790332049313425,-0.9967786961579193,-1.0058516991026796,0,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,1.2866373900090102,-1.05220586574411,1.2886633216177277,3,4,4,3,5,4,4,3,False,False,False,True,False,False
8240,668eed632934bf6ed18f4a7eab63a166,Urban,America/Chicago,"Surveyor, rural practice",1,-1.4048997742033467,-0.7614082909356805,Female,No,-0.1893197905760646,0.6557058797007002,1.0175876473118841,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0.8523441170411744,0.521213093988364,0.7896609785190956,3,3,3,2,5,4,2,2,True,False,False,False,False,True
8241,a1a234cfe3903fb8253bdd2a021ba72d,Urban,America/Los_Angeles,Neurosurgeon,1,-0.3419872675842196,-0.5798160506154229,Male,No,-0.7471777568586588,1.9776935403875957,1.0175876473118841,1,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,0.5907800186081333,0.461840858765251,0.4916532626151135,3,4,3,3,2,2,3,2,True,True,False,False,False,False
8242,4c74fd0b9da89502f35f8d5842ada961,Urban,America/Chicago,"Designer, textile",1,-0.3903014724305436,-0.6911694650596629,Nonbinary,No,-0.6659057359569028,-0.0052879506427475865,1.0175876473118841,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,0.7854956429854039,-0.29552017652756857,0.6553225058417372,3,4,4,4,4,3,3,4,True,False,True,False,False,False
8243,1407d5f0cf8f37bb94c73eaf82058247,Rural,America/Chicago,Music tutor,2,0.8658678535738794,1.028302440541364,Female,No,0.2605630428535717,-1.657772526501367,0.005867974104602262,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,0.8271736861676018,-0.29552017652756857,0.6895983941303732,5,5,5,4,2,5,4,4,True,False,False,False,True,False
8244,15b7a2a3f367f97a7f94726c061733ba,Suburban,America/Chicago,"Teacher, primary school",3,-0.10041624335259981,0.14339458738840918,Female,Yes,1.3516455100604912,-0.3357848658144715,0.005867974104602262,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1.3089403848239325,2.6785129834749006,1.4048818271524606,3,4,4,3,4,4,2,3,True,False,False,False,True,False
8245,2e148cbe413e4e698e8864d37b15eed1,Rural,America/Indiana/Indianapolis,"Programmer, applications",3,-0.3903014724305436,-0.9642576852961185,Female,No,0.06764805461893067,0.3252089645289763,-1.0058516991026796,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1.3755218567882486,2.387203617862253,1.4779205004342904,6,7,7,4,5,7,4,3,True,False,True,False,False,True
8246,c14e214a2b1c0efd6c8fe18e1aace5c3,Urban,America/Chicago,Customer service manager,0,0.8658678535738794,0.1298491892415551,Female,No,-0.8193095947229428,1.6471966252158718,-1.0058516991026796,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0.43137182802134916,1.3975701079213336,0.60674955499922,3,3,3,5,2,5,6,3,False,True,False,True,False,False
8247,b6a170a374581b30d90b816ef4c085de,Rural,America/New_York,Learning mentor,2,1.6388951311150628,-0.6746774569745375,Female,No,-1.2598889315505404,-0.0052879506427475865,-1.0058516991026796,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,1.3471477790071558,0.22921673840157164,1.21001823848022,4,5,4,4,2,4,3,4,True,False,False,False,False,True
8248,e1412d0efb0a64957eb748385af94a96,Urban,America/Denver,Purchasing manager,0,0.2377831905716679,-0.7578630677375943,Male,No,-0.577852505728081,-1.3272756113296431,-1.0058516991026796,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,0.43100687473770405,-0.8182776288193426,0.2341123819349468,3,4,3,3,3,4,4,2,True,False,False,False,False,False
8249,e02d5b589f5d9512c49988a5a4d8ad14,Urban,America/Chicago,"Designer, blown glass/stained glass",1,-0.003787833659951896,0.1683498096000052,Female,No,-0.7092849774455161,1.6471966252158718,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,1.0708633938805219,1.1070245820087516,1.0926648023395606,3,4,4,4,3,4,2,4,False,False,True,False,True,False
8250,0500317266b416cc7c3c3fe5b2ee4d2b,Suburban,America/New_York,Ranger/warden,3,0.3344116002643158,0.08146861306649167,Male,No,0.5623940651362045,-0.9967786961579193,1.0175876473118841,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,1.3298361349047172,-0.3526055502096308,1.1954992455771105,3,1,2,3,4,4,2,4,True,False,True,False,True,False
8251,44c9f85a36681c495306cec073953988,Suburban,America/Chicago,Insurance underwriter,0,-0.7285009063548112,-0.47711380351311666,Female,No,-1.1951737473561106,-0.0052879506427475865,-1.0058516991026796,0,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,1.101289908418446,-0.06257468458276387,0.9661824193774929,4,5,3,4,3,5,5,5,True,False,False,False,False,True
8252,ec1efdb90a0588152e71aa38e20c6613,Urban,America/Chicago,"Engineer, maintenance (IT)",0,1.107438877805499,-0.1557166421006988,Male,No,0.794857146814966,-1.657772526501367,2.0293073205191656,0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1.3602513037447042,0.7527729620870123,1.238897622654438,3,3,4,4,4,3,4,4,True,False,False,False,False,False
8253,6cecdcb10b66047c6dd5d7e6848b0eea,Urban,America/Chicago,"Librarian, academic",0,-0.2453588578915717,-0.7556597595721737,Male,No,-0.734605636712301,-0.0052879506427475865,1.0175876473118841,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,0.5309083924038491,0.519962539357463,0.6474412109446168,3,3,3,3,4,3,4,4,False,False,True,False,False,False
8254,985218539b1e97213daf4a26f32e11b4,Urban,America/New_York,Gaffer,2,-0.3903014724305436,0.11667012255049986,Male,No,-0.6667824542489896,0.6557058797007002,-1.0058516991026796,0,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,0.8900984396867736,-0.761276091201922,1.0017570966658074,4,4,3,4,4,4,5,3,False,False,False,False,True,False
8255,b83615e4d7f08dccb23b00d48010a01d,Urban,America/New_York,Actor,4,0.7209252390349075,3.786866250627858,Male,No,0.9361166594422475,0.6557058797007002,0.005867974104602262,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,1.1094304466883527,-0.12036102091641107,0.9831024838582818,2,3,3,3,4,4,3,5,True,False,True,False,False,True
8256,c300974e909ede5b3c9b6a22d597c90d,Rural,America/Denver,Theatre stage manager,0,-1.4532139790496708,-0.9548532865774982,Male,No,0.17332806062828826,1.6471966252158718,0.005867974104602262,1,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,1.0003124403979278,0.8733431957187622,1.0376946525148525,4,4,3,4,3,4,3,3,True,False,False,False,True,False
8257,529f1ec7ff4537a1695e401792d1a175,Suburban,America/Chicago,"Engineer, manufacturing",0,1.300695697190795,-0.9693068888466189,Male,No,0.6022916361670518,0.986202794872424,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,0.6939199766554727,0.22873700980945702,0.5388994986834005,3,4,4,3,4,5,5,4,True,False,False,False,False,True
8258,f7f0b950e29611fbaecdcbf1ed4e4a84,Suburban,America/Puerto_Rico,Chartered public finance accountant,4,-0.4386156772768675,-0.8840942203862268,Nonbinary,No,-1.145275068694336,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,1.019906838925321,1.630222173639893,1.090119712788229,2,4,3,3,4,3,3,4,True,False,True,False,False,False
8259,04e61644a7539c0edc868c1621bc1f2c,Urban,America/New_York,Equality and diversity officer,0,-1.6464707984349665,-1.2287869416548298,Female,No,0.5517954852464302,0.6557058797007002,1.0175876473118841,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0.8936492649511711,1.6884463205333342,1.1815734517180194,2,2,3,3,3,2,3,3,False,False,True,False,False,True
8260,06b6a39113a15629bdde1712e4d5c08b,Urban,America/Chicago,"Conservator, furniture",5,-0.2936730627378957,-1.2348174028415315,Male,No,-0.7219827751086393,-0.3357848658144715,1.0175876473118841,0,No,No,No,Yes,No,No,No,No,No,No,No,No,0.6756870618805377,-1.4012200604053366,0.5227095044588774,3,2,3,4,3,4,3,3,True,False,False,True,False,False
8261,6002a05665df432003e9e9848e0ce2a9,Rural,America/Chicago,Historic buildings inspector/conservation officer,3,0.4793542148032877,-0.13849480813364248,Nonbinary,No,-1.2081628883535533,-0.6662817809861953,1.0175876473118841,1,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,1.096607538879783,-0.06189235216776646,0.9974685661791967,4,3,3,3,3,3,4,5,False,False,False,False,False,True
8262,317920a6e014b65eed7eb457810fbb87,Rural,America/New_York,Geochemist,4,-1.115014545125403,-0.05083271918418571,Female,No,-0.752175622384994,-2.3187663568448147,-1.0058516991026796,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0.9690705483682538,-0.7597297815652034,1.0828899817719067,2,3,4,4,4,3,5,4,False,False,False,False,False,False
8263,05c9ec5330e00f01c3f518f2fe56d25e,Suburban,America/Los_Angeles,Music therapist,0,0.8658678535738794,1.8650729928132324,Female,No,0.42979420386464584,-0.3357848658144715,-1.0058516991026796,0,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,0.773533495460333,-1.2265220031497068,0.788868001935355,2,2,2,3,3,3,2,3,False,False,False,False,False,False
8264,3f170e1d9cfb6569d30453fdcfe4ed12,Rural,America/Chicago,"Nurse, children's",0,-0.3419872675842196,-1.0815036103594844,Male,No,-1.0331599705832284,1.316699710044148,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1.0874598808229885,1.3359808745443706,1.0864086000773372,5,4,4,3,3,4,4,4,True,False,False,False,False,True
8265,0c136b6a1aef2c9b1ab19450aa6cc0de,Suburban,America/Chicago,Investment analyst,3,0.8175536487275554,0.19300182426590126,Male,No,-0.0043329030180072,-0.3357848658144715,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,1.0772457271601015,1.044403699280785,1.04853277087103,4,3,4,4,4,2,2,3,True,False,False,False,False,True
8266,23a1df9c1b16b1a3fcfc104b0642f089,Urban,America/Chicago,"Designer, graphic",8,-1.4048997742033467,-0.007550639950092984,Male,No,-2.218846020517111,1.9776935403875957,1.0175876473118841,0,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,0.5472110257697432,1.3385891076665468,0.7082514125653091,3,3,3,5,3,4,4,4,True,False,False,True,False,False
