case_order,UID,area,TimeZone,job,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,contract_One year,contract_Two Year,internet_service_Fiber Optic,gender_Male,gender_Nonbinary,churn_Yes,log_monthly_charge
9847,14dcba22574d3603f5944b19f0784534,Rural,America/Chicago,Armed forces operational officer,2,64,55774.98,11.44104,14,2,1,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),0.5813816206269274,-0.002827515848338073,0.5083804647583046,5,5,5,4,3,4,4,3,False,False,False,True,False,False,-0.0028315208224744654
9848,73310e26a857fcb294afc45e604eac8f,Rural,America/Chicago,Primary school teacher,1,29,35520.25,9.687118,15,0,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,1.1962972701844345,-1.0513628475385493,1.2284535509210863,4,3,4,5,2,4,5,5,False,False,False,False,False,False,
9849,b2d5369179eb7e43b963e5bc13287c7f,Rural,America/Chicago,Theatre director,4,28,16984.19,10.22821,8,1,0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,0.8837554381600429,-0.7601559482271301,0.9789514355160107,3,3,4,2,4,3,3,3,False,False,False,False,False,False,-1.4277663511211545
9850,5c2620fb2505cfbdc7cd070c02726ef1,Urban,America/Denver,Dancer,1,32,134443.3,7.225885,11,0,0,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,0.7064354160499455,-0.6442362874034037,0.5146203654302901,4,4,4,2,5,3,3,4,False,False,True,False,False,False,-1.0334884971567346
9851,23556aa4cd51c2f19c336055f5356e8a,Rural,America/New_York,Comptroller,1,65,23510.78,9.459743,9,1,1,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,0.428474893148063,1.3979007946207522,0.49773679990892583,5,3,5,2,5,5,4,4,False,False,False,True,False,True,0.8745936856998304
9852,96a7736339f13dda89137ec05a7bf49b,Rural,America/New_York,Forensic scientist,0,31,33331.31,10.77217,14,2,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),0.9030847255456383,-0.7015242649083493,1.0093346004320647,3,3,3,2,4,3,4,3,False,True,False,True,False,False,-1.2090666389288558
9853,83900703964966772e625a8a9913ed79,Suburban,America/Chicago,Herpetologist,2,34,35456.28,11.00273,11,1,0,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),1.3361681689234424,0.519962539357463,1.4556172062264852,4,4,3,4,3,4,4,5,False,False,False,False,True,False,0.41868568939492423
9854,cace527c37364e123f1124edcbebf5d6,Urban,America/New_York,Theme park manager,0,86,22080.88,5.093824,10,2,1,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,1.031818687189537,-0.5270800446262168,0.8632464717178352,4,3,3,4,1,5,5,3,True,False,True,True,False,False,-0.7488291323503703
9855,03addaa0b7dc53389fb2a4d62ec10f97,Suburban,America/New_York,"Designer, television/film set",3,70,23705.78,11.04239,10,1,0,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Mailed Check,1.2571922783426497,-0.23659273820296906,1.3285638296570152,3,3,3,3,4,4,4,4,True,False,False,False,False,False,-0.26996362627581194
9856,47934f33e89c1be809c51a5bb216c373,Rural,America/New_York,Water quality scientist,3,40,81847.44,13.34978,15,2,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Mailed Check,1.0735485423923148,0.05512416383501806,1.0102862088511908,3,4,4,5,2,2,4,3,False,False,True,False,False,False,0.05365845084188605
9857,22ef9f68d34d22376c922a341e6b70bf,Rural,America/Chicago,Economist,0,49,11008.1,11.58713,10,3,1,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Mailed Check,1.1481548265075787,-1.5756642806874692,1.10891857146767,2,3,4,3,2,4,5,4,False,False,False,True,False,False,
9858,751dfe6ffdbff97e767944c0b05caa60,Rural,America/Chicago,"Psychologist, prison and probation services",1,31,26912.8,10.00689,10,3,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,1.3765176308771994,-0.9935206204951417,1.465371715018194,2,4,3,3,4,2,2,3,False,False,False,False,False,False,-5.039130528625894
9859,c381dc28c0a45fc834a6069813932430,Suburban,America/Los_Angeles,"Investment banker, corporate",3,53,17681.56,5.414854,14,1,0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),0.8680597996337864,-0.7608965001314624,0.9405445511865196,4,5,4,3,5,3,3,4,False,True,False,True,False,False,-1.430858766948126
9860,50837d8d7df979119fe39f813b13fb83,Urban,America/Chicago,"Development worker, community",3,74,35612.65,9.207029,11,2,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,0.9109620436234032,-0.3529269217907562,0.7221997912338278,5,4,4,2,5,3,4,2,False,False,True,True,False,False,-0.43529604154076107
9861,d6beadef654346a5b6aa11662ccfc785,Rural,America/Chicago,"Administrator, local government",8,30,12353.8,11.9302,9,0,0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),1.0308433353568731,-0.2948192138759836,1.0546508471076756,4,4,4,4,1,4,6,4,False,False,True,True,False,False,-0.34930107482503975
9862,f7621f04b8e5b559c94eb25c2efda3e7,Suburban,America/New_York,"Designer, ceramics/pottery",6,41,25737.47,9.434311,8,1,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Credit Card (automatic),0.6551868984678284,-0.5270800446262168,0.6418666670322618,3,4,4,4,4,3,3,4,True,False,True,True,False,False,-0.7488291323503703
9863,b3afe57726933bb0e5aeffe6b6af5f79,Urban,America/Chicago,Acupuncturist,0,52,18634.63,10.35163,12,0,0,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,0.8327969922551859,0.4075872810444089,1.0173204292422646,5,5,4,5,5,5,4,4,False,False,False,True,False,False,0.3418770905083059
9864,ddbe995bd6c526fab69bc1d45f29a867,Suburban,America/New_York,Event organiser,0,19,61664.04,12.67875,12,1,0,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,1.2343053582738948,-1.5756968836014962,1.1216289985321606,3,4,3,4,3,3,2,3,False,False,False,True,False,False,
9865,ed7fc9603c7d8f48869094689d0e35a5,Suburban,America/Chicago,Television floor manager,4,40,108806.6,14.16807,9,1,0,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,0.8214240646429845,-0.5281699134665545,0.9377263017699075,2,1,3,3,3,3,3,3,True,False,False,False,False,False,-0.7511363443651075
9866,f4db996a6316695a32e2adab9fb13187,Rural,America/New_York,"Surveyor, quantity",1,48,22946.95,8.073099,11,1,1,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,0.7646619160533423,1.3975701079213336,0.9857985226023365,3,3,3,3,3,3,3,3,False,False,False,False,False,True,0.8744557694423185
9867,e4be780fe7139edd2927bfb5926cb0cf,Rural,America/Los_Angeles,Rural practice surveyor,4,38,62731.56,10.75982,13,0,0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),0.22271914829808054,1.3385891076665468,0.3091657316956544,4,5,5,3,5,4,4,4,False,False,True,True,False,False,0.849547802083262
9868,fc6924c32ad94af1bfcc1d3bdb17ebda,Rural,America/Denver,Garment/textile technologist,3,48,85971.68,5.232845,14,3,1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),0.7508375613068536,1.9222138716675392,0.8775655136405761,3,4,2,3,3,5,4,3,False,False,False,True,False,False,1.0723415042391524
9869,c77f7e6479bee0349a7c78e17be33994,Urban,America/Indiana/Indianapolis,Sports development officer,1,63,22643.63,9.42255,14,1,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Mailed Check,0.7694093342601783,-1.4005377279903388,0.5682025072885918,4,3,3,3,4,3,3,2,True,False,False,True,False,False,
9870,97588dd658abe0b74efd47ee2d455dec,Rural,America/Los_Angeles,Oncologist,6,26,42585.62,6.722832,10,0,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,0.27240422870445813,-0.17714132447436137,0.32869501346180563,2,2,1,4,3,2,4,4,False,False,False,False,False,False,-0.1949708117312845
9871,92a5848b69fb398192df5e9b7fb44d2a,Urban,America/Denver,"Pharmacist, hospital",1,47,33999.88,9.39927,10,0,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),0.7374787583657191,-1.3425883770865557,0.5620385031450943,4,3,5,3,6,2,4,3,False,True,True,True,False,False,
9872,6177386284a481a7fee6728b2fda9b02,Urban,America/Indiana/Indianapolis,"Horticulturist, amenity",10,18,19351.19,7.845888,13,1,1,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,1.115717854295191,-0.7019434452315562,1.370968083390791,3,3,3,3,4,3,4,4,False,False,False,False,False,False,-1.2104720293807274
9873,8c45b83b296850cf6756f46b64294ec8,Urban,America/Los_Angeles,"Engineer, technical sales",1,60,38120.33,8.383148,11,0,1,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),0.9208286407394819,0.0584124005926196,0.8830460801802934,2,2,3,4,1,3,3,4,True,False,False,True,False,False,0.056770050107323236
9874,ed22cd22525481c1b5710119e1d977db,Suburban,America/Anchorage,Archivist,2,63,37184.53,11.99013,9,1,1,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,1.3330904592630237,-1.4012200604053366,1.070588715378324,2,2,4,3,4,2,2,2,False,False,True,False,False,False,
9875,3c849c80fbd49faaf73bf2a637c6c05a,Urban,America/Chicago,Building control surveyor,0,62,5629.62,8.395973,12,3,0,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,Mailed Check,1.262345494345704,-1.0509553111132093,1.0471509770221303,2,1,2,5,3,1,3,2,False,False,True,False,False,False,
9876,a8dda5c78aa8a09a8cfc1c70ab99c4f0,Suburban,America/Denver,Occupational therapist,3,82,24961.35,13.7486,13,1,1,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),0.9679356003846071,0.8728331929921934,1.135624661056436,3,5,2,3,2,2,4,3,True,False,False,False,False,False,0.6274523607625078
9877,a6c518507cef80bf719c0fc2ce01dd01,Suburban,America/New_York,Chief Technology Officer,3,85,128468.0,11.72237,8,2,0,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),1.0994435851741398,-0.5864499510697564,0.8930844577675268,3,4,4,4,4,4,5,3,False,True,True,False,False,False,-0.8829767345266283
9878,1819c63283b9cbf8e633e0149931499d,Suburban,America/New_York,"Geologist, engineering",4,50,26314.99,10.83815,17,1,0,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,1.2419875303471406,-1.1099083660131157,1.06757716750555,2,3,2,4,2,4,3,4,False,False,True,True,False,False,
9879,8d374e86eb331b96c1cc749310bfb1c4,Urban,America/New_York,Orthoptist,4,49,24516.61,7.615469,13,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,0.7686094625556088,-0.061293855817409905,0.6339656996641642,3,3,3,3,4,5,5,6,False,False,True,False,False,False,-0.06325279424398257
9880,adc8f9ce30698dbe4bdce03fa5099d1e,Suburban,America/Chicago,Seismic interpreter,3,64,19023.99,10.71119,17,0,0,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),0.9725041347539672,-1.05220586574411,0.9879603234271798,2,2,1,3,4,2,3,3,False,False,False,False,False,False,
9881,f5ef482082200a75f3e8e6a9e44c5ada,Rural,America/Denver,Art gallery manager,5,36,53473.62,8.033087,8,1,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,0.38010704827218905,-0.2952244215217505,0.5413773408572041,3,4,3,5,5,4,4,4,False,False,False,True,False,False,-0.34987585524675446
9882,a09322ee8e10865903ea983b76e9bfb0,Rural,America/New_York,Human resources officer,3,28,39632.68,7.308628,16,1,0,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),0.5577371861259021,-0.5280860774019137,0.48156009059722693,3,4,4,4,3,4,3,4,False,False,True,True,False,False,-0.7509586774044695
9883,ed18ca7532caff6e57594950fdac0f5e,Rural,America/New_York,Audiological scientist,2,71,15088.76,12.00279,8,0,0,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,0.859017278377876,-0.8187154393791365,0.7110851627248477,3,3,3,5,2,4,5,3,False,False,False,False,False,False,-1.707687324136815
9884,0aace74e95ac2313690fad4a85907cb6,Rural,America/Chicago,"Scientist, research (physical sciences)",0,30,25746.6,12.56374,15,1,2,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,0.2422390434090199,-0.9935206204951417,0.3496968159246645,4,5,4,4,3,3,4,4,True,False,False,True,False,False,-5.039130528625894
9885,7c2f9041d8fce9e5ea46ae26ad0c7e62,Suburban,America/Chicago,"Nurse, learning disability",0,89,41450.22,8.754075,9,0,0,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),0.48139954850542865,-0.9931899337957225,0.347533960727133,3,2,3,4,3,3,3,4,True,False,False,True,False,False,-4.989353437241321
9886,1845fc1ca0f6a068fee5dd5c65fe4e64,Urban,America/New_York,Public relations officer,1,52,23795.41,6.09625,13,0,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,1.0835006104328533,1.863326022595687,1.1282277575113753,6,4,5,4,2,3,4,4,False,False,True,True,False,False,1.0519838940986086
9887,4a2ca9d3fb2cdc6986609df4db26e120,Suburban,America/New_York,Risk analyst,3,89,45544.64,9.009847,17,2,0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,1.230509465934055,-0.4695382301477738,1.2901360560262607,4,4,4,2,5,2,4,4,False,False,False,False,False,False,-0.634007387893897
9888,f229fcc12a07c89ddc4f1360238ffe03,Rural,America/New_York,"Psychotherapist, child",1,26,34619.03,7.784769,6,2,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),1.0006645352239105,-1.2833814852131522,0.8988126714653274,3,3,4,4,1,4,4,3,False,True,False,False,False,False,
9889,9ffb4218a4e3856f4096923c59c99cad,Suburban,America/New_York,Youth worker,4,46,34510.91,9.817191,10,2,0,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.084190050677501,1.456967959719754,1.1950376129327516,2,4,2,3,3,3,3,3,False,True,False,False,False,False,0.8989280530469147
9890,627d73ba7932d1965840f4d429b513cf,Rural,America/Chicago,Race relations officer,0,82,78741.23,6.100204,15,1,1,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),1.4078918893828065,-0.5278182677509756,1.2332151982024975,4,4,5,3,4,5,4,2,False,False,True,True,False,False,-0.7503913415487299
9891,59c9c4c8338ab0c0089333db915b991d,Suburban,America/New_York,"Scientist, research (physical sciences)",1,31,53015.75,10.42329,13,1,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),0.9851511842445109,-0.5270497704917633,1.0226331926431893,5,4,4,4,3,2,4,2,False,True,False,False,False,False,-0.7487651190535188
9892,ba16c379cc6b4f129b7ddc4d9cb3b21d,Rural,America/New_York,Science writer,1,32,121219.6,5.675457,12,1,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),1.218231908006331,-0.9341227686967213,1.1756335717877557,4,5,4,3,2,5,4,4,True,False,False,True,False,False,-2.7199624009177192
9893,fccbe5124304f675f720188c1b2f48da,Suburban,America/Detroit,"Scientist, physiological",0,89,73006.74,9.808694,12,0,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.2215403135248046,1.6888818023135546,1.3866941582086614,4,4,3,6,4,4,4,5,True,False,False,True,False,True,0.9891254203197248
9894,16c9007f9a1b8b36d29ade812e021b63,Urban,America/Chicago,Geophysical data processor,1,41,90742.25,10.25642,15,2,0,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),0.9405013245826417,0.4621622303463757,0.8452289997598483,4,4,3,3,5,4,4,3,False,False,True,False,False,False,0.37991631984066687
9895,4ca24a2bb28608f9c642a69d9c546226,Urban,America/New_York,Museum/gallery curator,0,83,48656.13,15.39942,12,1,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,1.332762190402709,0.11324351564765722,1.3927508483548425,3,4,3,2,5,2,2,4,False,False,False,False,False,False,0.10727784049815882
9896,c121712d0090a35091f252e03fbe61bd,Suburban,America/Chicago,Accommodation manager,0,24,33430.29,12.73997,14,1,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,1.1795445908003666,-0.7589636130855638,1.0569750995807647,4,4,4,3,3,4,3,5,True,False,False,False,False,False,-1.4228073738408222
9897,f8f66eeb58aa169d5e6741f3c1150bd2,Urban,America/New_York,Aid worker,2,21,64176.43,11.86711,18,2,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),1.2878793657431968,2.6785129834749006,1.436457012562302,2,3,4,4,3,4,4,3,False,True,True,True,False,False,1.3025085899408109
9898,96aee32a2880c8896ebbebcd847b90c0,Rural,America/Chicago,Energy manager,1,28,10777.3,12.70658,11,0,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),1.2348265039991413,-2.157520103724528,1.011587448901268,3,2,3,3,4,4,3,3,False,True,False,False,False,False,
9899,20205a30adb44d87efb2a51e80fb474a,Rural,America/Los_Angeles,Politician's assistant,0,68,46803.94,11.66217,8,0,0,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,0.9168773123379031,1.630222173639893,0.9350146968422597,5,5,4,6,3,5,7,4,False,False,True,True,False,False,0.9670683192908811
9900,546d399067333aad73af65de72de7ec5,Urban,America/Detroit,Health service manager,1,64,32321.93,14.61724,14,0,1,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,1.399865942662065,1.6299008020587678,1.3969936724260863,3,3,5,3,5,3,3,4,False,True,True,True,False,False,0.9669461276299599
9901,e0b0b59e35da09d7bf2b3346f5f64157,Suburban,America/Denver,Manufacturing engineer,1,56,80884.8,9.470531,10,1,1,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),0.6187528368721823,-0.9348889371763602,0.7324973335363598,2,2,4,4,4,3,3,4,False,False,False,True,False,False,-2.731660808358073
9902,873a8dd00506b644fa285955411c7a9b,Suburban,Pacific/Honolulu,"Lecturer, further education",9,72,77625.49,6.826295,10,1,0,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,1.2377457520783706,1.1641448873844142,1.5046470610532094,4,4,4,4,3,4,3,4,False,False,False,False,False,True,0.7720253122477617
9903,3b3eeac9a73e379af74094030f54258e,Urban,America/Chicago,Learning mentor,6,21,43308.59,8.898668,10,0,0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),0.5762684927565842,-0.17782365688935944,0.6045470217072529,4,4,3,3,3,4,4,3,False,True,True,False,False,False,-0.19580037760240415
9904,7eabf95f60c9cda15ab9125238ac99d9,Urban,America/Denver,Private music teacher,1,46,9547.51,10.19981,13,0,0,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,1.2077367592245336,-1.8075778904033126,0.9941147416571772,4,4,5,6,2,5,3,4,True,False,False,False,False,False,
9905,ec901e7d07883df472432dc48bca26ed,Urban,America/Chicago,Historic buildings inspector/conservation officer,4,80,25062.7,9.130749,10,0,0,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),0.9652186839185906,0.6405886636989737,1.1675053271561533,3,3,4,3,4,4,4,4,False,False,False,True,False,False,0.49505511871195895
9906,bddc63ab3ac55ddda62a955c0a993c3f,Suburban,America/New_York,"Scientist, marine",1,30,21246.03,4.759083,15,1,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),1.3616721633163669,-0.7597297815652034,1.4675412639263654,4,3,3,3,5,3,3,3,False,False,False,True,False,False,-1.4259910788566266
9907,ba518dde65e4a13649ecd9375c991060,Suburban,America/Chicago,Publishing copy,3,76,25196.43,6.31599,14,0,0,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,1.223638133073384,0.22865084496524204,1.3325468291147762,2,2,4,3,3,2,3,4,True,False,False,True,False,False,0.20591669336577154
9908,fc8237d3416caa625b29c386bed31670,Urban,America/New_York,Professor Emeritus,1,26,57595.26,9.162568,12,1,1,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,0.37876447401629243,-0.2948192138759836,0.2778544190680465,4,3,4,4,5,3,3,3,False,True,True,False,False,False,-0.34930107482503975
9909,d11087c3fcc26f9b4db7f8c5f9e4d6ff,Urban,America/Chicago,Waste management officer,1,82,10631.32,13.82528,19,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,1.1276713034518435,-0.527243059196353,1.0170312679900808,2,3,2,4,5,2,2,4,False,False,False,True,False,False,-0.7491738897879469
9910,7fede2cb234f709f7e9f3ad09dedbcd1,Suburban,America/New_York,"Programmer, systems",1,37,30026.56,5.880279,14,2,0,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,0.998618905885842,-0.7608965001314624,1.028166180359757,4,3,3,5,4,3,3,3,False,False,False,False,False,False,-1.430858766948126
9911,e8ba730c99ca84b715f32cea5a6bed33,Suburban,America/New_York,Air cabin crew,3,26,40363.21,6.358544,10,2,0,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),0.8591356518263535,-0.761276091201922,1.0136531237945443,3,3,3,4,6,3,2,2,False,False,False,True,False,False,-1.4324475881142062
9912,063cb87d5e83df7c0be4a46c581199d5,Suburban,America/Chicago,Structural engineer,1,28,75384.42,10.20518,9,1,0,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,1.3412688165260545,1.3972487363402082,1.5720502184846863,5,5,4,2,4,4,3,3,False,False,False,True,False,False,0.8743217199225994
9913,cbaf652a2b022846cc0e34667bfd6e99,Suburban,America/Chicago,IT consultant,6,65,22910.31,11.31758,10,1,1,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,1.3271445571640936,-1.3427513916566918,1.1911182492599584,4,5,5,4,3,4,4,3,False,True,False,False,False,False,
9914,453e5208c3d2db49f17210314f94545d,Urban,America/New_York,"Teacher, primary school",0,64,21655.06,8.325318,7,1,0,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Credit Card (automatic),1.1360739273440987,-0.877342465138771,0.888585944200688,3,3,4,4,4,4,4,2,False,False,True,False,False,False,-2.0983590763184807
9915,07c851890f569cfdaa6e0b4e54529894,Urban,America/New_York,Television production assistant,3,40,27758.83,10.07036,13,1,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Credit Card (automatic),0.9645300000538053,-0.5273990874277688,0.833169196152599,4,2,3,4,3,3,4,3,False,False,True,False,False,False,-0.7495039832700613
9916,ebb5867f849807c55ec19a582601e376,Suburban,America/New_York,"Therapist, nutritional",1,58,65626.75,8.989241,14,0,1,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),0.40862143451777133,1.3972487363402082,0.6023320716209469,3,4,3,3,4,4,2,3,False,False,False,True,False,True,0.8743217199225994
9917,c8b8ad335c354d9f0a43b758ee401371,Rural,America/Chicago,Cytogeneticist,3,78,50854.38,8.122139,12,3,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Bank Transfer(automatic),1.1553793887640258,-0.23686054785390712,1.1997134034332597,6,6,6,5,2,6,5,5,False,False,False,False,False,False,-0.2703144961853135
9918,76ee51d11dee3376d9dd34fa9c51209d,Suburban,America/Chicago,"Librarian, academic",0,32,57606.63,12.43235,14,0,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),0.29184621668956234,0.22941701344488163,0.24519471844983462,3,2,3,2,4,2,4,3,False,False,False,True,False,True,0.20654008421466963
9919,06839665b444c19d59c4599efb1d4321,Urban,America/Chicago,Advertising account executive,2,44,24142.89,5.417969,9,0,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,0.7955547387764834,0.5205284327937926,0.7511501080560856,3,3,2,3,4,2,1,4,False,False,True,True,False,False,0.41905792759464067
9920,698d962d6dc9b765b6153e6a3de15758,Suburban,America/New_York,Speech and language therapist,0,32,42691.56,11.36499,11,1,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),1.1747714556782067,0.34597010231256503,1.3601089416486296,2,3,3,3,3,3,3,3,False,False,False,False,False,False,0.29711501872663165
9921,1a371a702961a1946ddd518284b72afe,Urban,America/Chicago,Publishing rights manager,0,54,34382.04,3.882287,9,1,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Bank Transfer(automatic),0.8675099114737659,0.28771801006424386,0.9304706448091759,3,3,3,2,3,3,4,4,False,False,False,False,False,False,0.2528716674265897
9922,054f21ccff4b89ab951943ad4d39a351,Urban,America/New_York,"Designer, television/film set",1,29,109058.0,6.085724,12,2,0,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Mailed Check,1.1605182335496935,-1.517032597368688,1.1620311559542489,3,3,2,4,2,4,1,4,False,False,False,False,False,False,
9923,42a6543126ba3359607dd5b0e2778e95,Urban,America/New_York,Research scientist (medical),0,28,89514.55,6.987712,12,1,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Electronic Check,1.3996772258863772,1.044403699280785,1.3889717482835073,2,2,1,3,2,3,2,3,False,False,True,True,False,False,0.7151061573805054
9924,aeea50a9044aa0be86fc0e81f7e81b09,Urban,America/Los_Angeles,Jewellery designer,4,38,20753.51,13.1574,10,4,0,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,0.8928917505189007,-0.993841992076267,1.002171077522274,4,3,4,2,4,4,4,2,False,False,False,True,False,False,-5.0900019427425915
9925,1fad4a0924de94848f92ff2990399b6a,Rural,America/Phoenix,Counselling psychologist,3,23,67050.85,7.764846,14,0,2,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,1.2318093047277212,1.1070245820087516,1.3469606904438989,2,2,3,3,4,3,4,3,False,False,False,True,False,False,0.7452768015830181
9926,e45b37815cf242423ca2e298cbeb1551,Suburban,America/Detroit,Dance movement psychotherapist,2,72,19947.99,12.59476,14,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,0.1250867702193661,0.5785942226762444,0.23400000109109972,3,2,3,5,4,4,5,4,True,False,False,False,False,False,0.4565347185086052
